schedule_id,loan_id,installment_no,error
LEGACY_TTMPCL-164_03,TTMPCL-164,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_04,TTMPCL-164,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_05,TTMPCL-164,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_06,TTMPCL-164,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_07,TTMPCL-164,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_08,TTMPCL-164,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_09,TTMPCL-164,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_10,TTMPCL-164,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_11,TTMPCL-164,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_12,TTMPCL-164,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-164_13,TTMPCL-164,13,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_01,TTMPCL-165,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_02,TTMPCL-165,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_03,TTMPCL-165,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_04,TTMPCL-165,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_05,TTMPCL-165,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_06,TTMPCL-165,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_07,TTMPCL-165,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-165_08,TTMPCL-165,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_01,TTMPCL-166,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_02,TTMPCL-166,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_03,TTMPCL-166,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_04,TTMPCL-166,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_05,TTMPCL-166,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_06,TTMPCL-166,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_07,TTMPCL-166,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_08,TTMPCL-166,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_09,TTMPCL-166,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_10,TTMPCL-166,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_11,TTMPCL-166,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-166_12,TTMPCL-166,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-167_01,TTMPCL-167,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-168_01,TTMPCL-168,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-169_01,TTMPCL-169,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-170_01,TTMPCL-170,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_01,TTMPCL-171,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_02,TTMPCL-171,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_03,TTMPCL-171,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_04,TTMPCL-171,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_05,TTMPCL-171,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_06,TTMPCL-171,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_07,TTMPCL-171,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_08,TTMPCL-171,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_09,TTMPCL-171,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_10,TTMPCL-171,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-171_11,TTMPCL-171,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_01,TTMPCL-172,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_02,TTMPCL-172,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_03,TTMPCL-172,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_04,TTMPCL-172,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_05,TTMPCL-172,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_06,TTMPCL-172,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_07,TTMPCL-172,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_08,TTMPCL-172,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_09,TTMPCL-172,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_10,TTMPCL-172,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_11,TTMPCL-172,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_12,TTMPCL-172,12,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_13,TTMPCL-172,13,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_14,TTMPCL-172,14,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_15,TTMPCL-172,15,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_16,TTMPCL-172,16,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-172_17,TTMPCL-172,17,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_01,TTMPCL-173,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_02,TTMPCL-173,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_03,TTMPCL-173,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_04,TTMPCL-173,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_05,TTMPCL-173,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_06,TTMPCL-173,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_07,TTMPCL-173,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_08,TTMPCL-173,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_09,TTMPCL-173,9,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_10,TTMPCL-173,10,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-173_11,TTMPCL-173,11,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_01,TTMPCL-174,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_02,TTMPCL-174,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_03,TTMPCL-174,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_04,TTMPCL-174,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_05,TTMPCL-174,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_06,TTMPCL-174,6,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_07,TTMPCL-174,7,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-174_08,TTMPCL-174,8,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-175_01,TTMPCL-175,1,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-175_02,TTMPCL-175,2,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-175_03,TTMPCL-175,3,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-175_04,TTMPCL-175,4,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
LEGACY_TTMPCL-175_05,TTMPCL-175,5,"{'message': 'there is no unique or exclusion constraint matching the ON CONFLICT specification', 'code': '42P10', 'hint': None, 'details': None}"
